Human,Microvessels 1,Microvessels 2,Microvessels 3,Whole brain 1,Whole brain 2,Whole brain 3
LOC105376000,0,1,0,0,0,3
LOC105369289,0,0,0,0,0,0
LOC105375999,4,0,0,0,18,0
LOC107987027,0,0,0,0,0,0
LOC100506422,0,0,0,0,0,0
LINC01241,0,0,0,0,0,0
TUSC1,301,0,2,33,62,1
LOC105375997,0,0,0,0,0,0
LOC105375996,0,0,0,0,0,0
LOC107987056,0,0,0,0,0,0
IZUMO3,0,0,0,0,0,0
LOC105375994,0,0,0,0,0,0
LOC105375993,0,0,0,0,0,0
LOC105375992,0,0,0,0,0,0
ELAVL2,285,51,236,562,186,402
LOC101929563,0,0,0,27,42,51
LOC105369298,0,0,0,0,0,0
LOC107987055,0,0,0,0,0,0
LOC105375990,0,0,0,0,0,0
LOC107987054,2,0,0,0,2,4
LINC01239,0,0,1,0,3,1
DMRTA1,0,0,0,0,76,0
CDKN2B,218,190,78,27,513,4
CDKN2B-AS1,0,0,0,20,2,0
CDKN2A,0,19,242,0,319,0
CDKN2A-AS1,0,0,0,0,0,0
MTAP,217,0,63,103,162,0
LOC107987026,0,0,0,0,0,0
MIR31,0,0,0,0,0,0
IFNE,0,0,0,0,0,0
MIR31HG,0,0,0,13,0,0
IFNA1,0,0,0,0,0,0
IFNA8,0,0,0,0,0,0
IFNA2,0,0,0,0,0,0
IFNA13,0,0,0,0,0,0
IFNA6,0,0,0,0,0,0
KLHL9,408,34,747,330,241,323
IFNA5,0,0,0,30,0,0
IFNA22P,0,0,0,0,0,0
LOC107987053,0,0,0,1,0,0
IFNA14,0,0,0,0,0,0
IFNA17,0,0,0,0,0,0
IFNA16,0,0,0,0,0,0
IFNA10,0,0,0,0,0,0
IFNA7,0,0,0,0,0,0
IFNA4,0,0,0,0,0,0
IFNA21,0,0,0,0,0,0
IFNW1,0,0,0,0,0,0
IFNB1,0,0,0,0,0,0
LOC105375989,0,0,0,0,0,5
HACD4,69,0,32,40,5,1
MIR491,0,0,0,0,0,0
FOCAD-AS1,0,0,0,0,0,0
FOCAD,516,709,518,461,474,187
LOC107987052,0,0,0,0,7,0
MIR4474,0,0,0,0,0,0
MIR4473,0,0,0,0,0,0
MLLT3,420,397,167,309,397,383
SLC24A2,1414,713,749,2642,1208,2108
LOC105375988,2,0,0,0,0,72
ACER2,434,49,1472,81,203,41
RPS6,3928,555,4021,1188,843,1274
DENND4C,751,676,1096,345,398,222
PLIN2,346,22,325,46,112,314
SCARNA8,0,0,0,0,0,0
HAUS6,287,4,79,105,147,297
RRAGA,374,25,712,500,107,93
SAXO1,23,0,0,0,0,0
LOC105375985,0,0,0,0,0,0
LOC102724102,0,0,0,0,0,0
MIR3152,0,0,0,0,0,0
LOC105369293,0,0,0,0,0,0
LOC107986990,0,0,0,0,27,0
ADAMTSL1,0,0,0,25,3,0
LOC105375987,0,0,0,0,0,0
SH3GL2,818,24,164,1607,150,279
LOC107987051,0,0,0,0,0,0
CNTLN,411,8,407,112,106,230
LOC105375983,0,0,0,0,0,0
BNC2,26,0,71,0,0,218
LOC107987050,0,0,0,0,0,0
C9orf92,0,0,0,0,0,0
LOC107987049,0,0,0,0,0,0
CCDC171,337,3,179,112,247,255
LOC107987048,0,0,0,0,0,0
PSIP1,1630,1439,1150,872,1493,558
SNAPC3,583,138,399,578,334,912
TTC39B,0,0,41,120,132,47
LOC105375981,0,0,0,0,0,0
LOC389705,0,0,0,1,0,0
LOC105375980,0,20,0,3,0,0
LOC105375979,0,0,0,0,0,0
FREM1,159,11,62,6,1,345
CER1,0,0,0,0,0,0
ZDHHC21,363,1057,741,698,605,56
TRH-GTG1-6,0,0,0,0,0,0
NFIB,2994,1595,2923,2520,2817,2060
LINC00583,0,0,0,0,0,0
LOC101929507,0,0,4,19,0,0
LOC105375977,0,0,0,0,0,0
LINC01235,0,67,0,0,0,0
MPDZ,2347,834,2040,1379,1067,390
LOC107987047,0,0,0,0,0,0
SNORD137,0,0,0,0,0,0
LURAP1L,128,95,0,49,0,146
LURAP1L-AS1,0,0,0,0,0,0
TYRP1,0,0,0,0,0,0
LOC105375976,0,0,0,0,0,0
LOC101929446,0,0,0,0,0,0
LOC105375975,0,0,0,0,0,0
LOC105375974,0,0,0,0,0,0
LOC102724027,0,0,0,0,0,0
PTPRD-AS2,58,0,0,4,0,199
LOC105375972,0,0,0,0,0,0
PTPRD-AS1,1,0,0,33,80,83
PTPRD,931,641,610,2286,1084,1473
LOC105375971,0,0,0,0,0,0
TMEM261,39,15,174,110,43,17
LOC102723994,0,0,0,0,0,0
LOC105375970,0,0,0,0,0,0
LOC105375969,0,0,0,3,4,0
KDM4C,711,172,160,217,279,531
LOC105375968,0,0,0,0,0,0
GLDC,1,20,0,184,252,50
UHRF2,541,280,210,217,219,8
TPD52L3,0,0,0,0,0,0
LOC107987046,0,0,0,0,0,0
IL33,21,0,79,76,20,1
RANBP6,389,119,837,408,19,259
MIR4665,0,0,0,0,0,0
MLANA,0,0,0,0,0,0
KIAA2026,1006,297,1181,1065,758,1125
ERMP1,901,501,608,475,139,208
RIC1,385,612,727,192,240,615
LOC105375967,0,0,0,2,2,6
PDCD1LG2,0,0,0,2,0,0
LOC107987045,0,0,0,0,0,0
CD274,60,0,121,23,25,80
LOC107987017,23,0,0,0,0,0
PLGRKT,10,19,5,0,74,0
RLN1,0,0,0,0,0,0
RLN2,0,0,0,0,0,0
INSL4,0,0,0,0,0,0
LOC107987044,0,0,0,0,0,0
INSL6,0,0,0,0,0,0
JAK2,377,37,591,275,199,110
MIR101-2,0,0,0,0,4,0
RCL1,271,139,126,79,211,340
AK3,617,250,376,422,274,539
CDC37L1,99,1,208,364,0,5
CDC37L1-AS1,0,3,0,0,0,0
PLPP6,360,24,123,27,19,0
SPATA6L,44,10,283,58,108,0
SLC1A1,769,193,2310,322,57,54
LOC107986989,0,0,0,0,0,0
LOC105375964,0,0,0,0,0,0
GLIS3-AS1,0,0,0,0,0,0
GLIS3,212,153,530,160,552,923
LOC105375962,0,0,0,0,0,0
RFX3-AS1,0,0,0,0,1,0
RFX3,432,285,462,809,349,330
LOC105375959,0,0,0,0,0,0
LINC01231,0,0,0,0,0,0
PUM3,385,4,234,192,227,34
KCNV2,0,0,0,0,0,0
LOC105375957,0,0,0,0,0,0
VLDLR,396,1,361,323,34,306
VLDLR-AS1,0,0,0,16,0,0
LOC101930048,0,0,0,0,29,0
LOC105375956,0,0,0,0,0,0
LOC101930053,0,0,0,2,2,0
LOC105375955,0,0,0,0,0,0
LOC107987043,0,0,0,0,0,0
SMARCA2,3373,2736,4111,3086,2176,1387
LOC105375952,0,0,0,0,0,0
LOC105375953,0,0,0,0,0,0
LOC105375951,0,0,0,0,0,0
LOC102723803,0,0,0,0,0,0
LINC01230,0,0,0,0,0,0
DMRT2,5,0,0,0,0,0
DMRT3,0,0,0,2,0,0
DMRT1,1,0,0,0,0,0
LOC105375949,0,0,0,0,0,0
LOC107987042,0,0,0,0,0,0
LOC105375947,0,0,0,0,0,0
KANK1,1633,551,2167,502,1568,967
LOC105375945,0,0,0,0,0,0
C9orf66,0,0,0,19,0,0
DOCK8,22,62,141,86,149,684
LOC105375943,0,0,0,0,6,1
LOC105375942,0,0,0,0,0,0
CBWD1,129,44,144,16,1,2
FOXD4,14,0,0,11,3,0
LINC01388,59,30,167,0,9,0
PGM5P3-AS1,0,0,0,0,0,0
FAM138C,0,0,0,0,0,0
MIR1302-9,0,0,0,0,0,0
LOC107987041,0,0,0,0,0,0
WASH1,1,2,0,22,0,0
DDX11L5,0,0,0,0,0,0
LOC107983994,0,0,0,25,0,0
C8orf33,160,2,344,203,63,144
LOC107986987,0,0,0,0,0,0
ZNF252P-AS1,0,4,0,23,64,0
LOC107986988,1,0,3,0,1,0
ZNF252P,379,8,187,174,265,678
ZNF16,0,42,0,24,16,3
ZNF250,0,42,5,59,31,2
COMMD5,209,0,0,16,200,152
ZNF7,92,60,6,48,185,14
ZNF517,8,40,14,41,115,0
MIR6850,0,0,0,0,0,0
RPL8,972,425,1267,433,455,496
ZNF34,24,117,1,43,51,0
LOC105375805,0,2,0,0,2,0
LOC107986986,0,0,0,0,0,0
ZNF251,58,2,109,6,1,1
LOC100996662,0,0,0,0,0,0
ARHGAP39,1,91,1,148,3,42
C8orf82,6,0,0,17,12,0
LRRC24,0,0,0,29,0,0
LRRC14,80,55,248,111,107,21
RECQL4,0,0,1,16,0,3
MFSD3,29,0,0,17,0,0
GPT,0,0,0,1,22,0
LOC101928953,0,0,0,3,0,0
LOC105375803,0,0,0,0,0,18
PPP1R16A,10,2,7,76,104,5
FOXH1,0,0,0,8,0,0
KIFC2,420,331,153,883,304,744
CYHR1,262,120,111,138,281,92
MIR6893,0,0,0,0,0,0
TONSL-AS1,0,0,0,0,0,0
TONSL,1,0,0,19,0,0
VPS28,43,5,1,110,61,240
SLC39A4,0,0,0,0,0,0
MIR6849,0,0,0,0,0,0
MIR1234,0,0,0,0,0,0
MIR939,0,0,0,0,0,0
CPSF1,173,87,146,211,318,120
ADCK5,20,138,0,19,3,135
LOC101928902,0,0,0,0,0,0
SLC52A2,42,0,0,8,33,107
FBXL6,62,185,0,3,1,1
TMEM249,0,0,0,0,0,0
SCRT1,221,1,99,755,3,208
MIR6848,0,0,0,0,0,0
DGAT1,222,331,211,109,116,39
HSF1,119,207,109,78,48,55
SCX,59,0,0,32,0,41
MIR7112,0,0,0,0,0,0
BOP1,26,0,0,97,125,36
MROH1,78,28,31,154,163,20
HGH1,12,0,1,13,6,0
WDR97,18,53,0,0,58,126
MAF1,223,18,67,250,40,4
SHARPIN,72,76,95,63,153,34
CYC1,222,51,393,153,229,306
GPAA1,81,3,2,95,10,177
MIR6847,0,0,0,0,0,0
EXOSC4,0,2,1,4,23,0
MIR6846,0,0,0,0,0,0
OPLAH,0,2,0,23,78,131
SMPD5,0,0,0,0,0,0
SPATC1,0,0,0,0,0,0
GRINA,459,321,1255,638,1508,384
PARP10,34,228,132,35,255,6
MIR661,0,0,0,0,0,0
PLEC,3054,4134,6548,3118,7040,5660
EPPK1,0,2,63,15,79,19
MIR6845,0,0,0,0,0,0
NRBP2,487,587,475,594,1071,1329
LOC107986985,0,47,0,17,1,0
PUF60,83,0,273,75,59,121
MIR937,0,0,0,0,0,0
SCRIB,18,0,32,121,70,36
LOC642574,0,0,0,0,0,0
LOC105375800,0,0,0,0,0,0
FAM83H-AS1,0,0,0,0,0,0
MIR4664,0,0,0,0,0,0
FAM83H,0,0,0,28,0,0
MAPK15,0,0,0,0,0,0
LOC101928160,0,0,0,0,0,0
CCDC166,0,0,0,0,0,0
BREA2,0,0,0,0,0,0
ZNF707,0,0,0,0,0,0
LOC105375799,0,0,0,0,0,0
ZNF623,0,1,0,0,0,0
LOC105375798,0,0,0,0,0,0
TSTA3,13,70,186,49,29,0
PYCRL,0,0,0,0,0,0
TIGD5,0,0,0,0,0,0
EEF1D,439,346,1115,111,228,181
NAPRT,0,37,0,0,0,0
MROH6,0,0,0,0,0,0
GSDMD,69,0,139,2,72,0
LOC105375796,0,0,0,0,0,0
ZC3H3,68,34,60,83,0,7
MAFA,0,0,0,2,0,0
MAFA-AS1,0,0,0,0,0,0
LOC107986984,0,0,0,0,0,0
RHPN1,3,5,0,59,0,113
RHPN1-AS1,0,0,0,0,2,0
TOP1MT,27,7,0,66,53,212
ZNF696,29,10,0,56,214,40
MINCR,38,0,0,27,0,0
GLI4,0,0,0,25,0,0
ZFP41,10,16,0,104,57,124
GPIHBP1,46,455,37,25,39,0
LOC107986906,0,0,0,0,0,0
LY6H,0,0,7,34,0,0
LY6L,0,0,0,0,0,0
LOC107984097,0,0,0,0,0,0
LOC105375795,0,0,0,0,0,0
C8orf31,0,0,0,0,0,0
LY6E,91,137,103,108,10,4
CDC42P3,0,0,0,0,0,0
LOC100133669,0,0,0,24,0,0
LOC105375794,0,0,0,0,0,0
CYP11B2,0,0,0,0,0,0
CYP11B1,0,0,0,0,0,0
GML,0,0,0,0,0,0
LY6D,0,0,0,0,0,0
LYNX1,872,768,212,1426,1165,524
LYPD2,0,0,0,0,0,0
SLURP1,0,0,0,0,0,0
THEM6,19,0,0,38,315,0
LOC100288181,4,0,0,57,0,208
LY6K,10,0,0,0,0,0
PSCA,0,0,0,0,0,0
JRK,115,243,22,348,143,135
LOC101928087,0,0,0,5,0,0
ARC,143,40,0,318,160,0
ADGRB1,192,1162,43,624,2396,132
LOC107986983,0,0,0,0,0,0
TSNARE1,14,23,2,130,125,15
LINC00051,0,0,0,0,0,0
LOC105375792,0,0,0,8,0,0
MIR4472-1,0,0,0,0,0,0
MIR1302-7,0,0,0,0,0,0
LOC105375791,0,0,0,0,0,0
LOC105375789,0,0,0,0,0,0
LOC107983985,0,0,0,0,0,0
MROH5,0,0,0,0,0,0
PTP4A3,117,0,40,15,0,0
LOC105375790,0,0,0,0,0,0
LOC101928037,0,0,0,0,0,0
GPR20,0,0,0,0,0,0
LINC01300,0,0,0,0,0,0
LOC105375787,0,0,0,0,0,0
SLC45A4,59,0,39,410,93,83
LOC105375785,0,0,0,0,0,0
DENND3,360,833,1188,293,330,297
LOC101927963,38,0,0,9,0,0
LOC105375784,6,0,0,0,0,0
LOC105375783,1,0,0,0,0,0
MIR151A,0,0,0,0,0,0
PTK2,894,79,995,1331,1073,1714
LOC107986982,0,69,0,9,36,66
AGO2,905,556,1424,1305,900,483
CHRAC1,118,173,140,22,57,28
LOC105375782,0,0,0,0,0,0
LOC105375778,0,0,0,0,0,0
LOC105375779,0,0,0,0,0,0
LOC105375781,0,0,0,0,0,0
LOC107986981,0,0,0,0,0,0
TRAPPC9,326,689,573,233,354,273
LOC105375777,61,0,0,0,0,0
KCNK9,241,0,0,217,0,104
COL22A1,0,1,0,3,0,40
FAM135B,36,155,69,200,192,291
LOC401478,0,0,0,8,0,3
LOC105375776,0,0,0,0,0,0
LOC101927915,0,0,0,0,0,0
LOC107986905,0,0,0,0,0,0
LOC107986980,0,0,0,17,0,0
LOC105375775,0,0,0,21,0,0
LOC107986979,0,0,0,0,0,0
LOC107986978,0,0,0,0,0,0
KHDRBS3,497,322,315,978,524,114
LOC101927872,0,0,0,2,0,0
LINC01591,0,0,0,0,0,0
LOC101927845,0,0,0,0,0,0
NCRNA00250,0,0,0,0,0,0
MIR30D,0,0,0,0,0,0
MIR30B,0,0,0,0,0,0
LOC102723694,248,0,193,92,526,0
ZFAT-AS1,0,0,0,0,0,0
ZFAT,116,71,303,216,273,136
LOC101927822,0,0,0,0,0,0
LOC101927798,0,0,0,0,0,0
LOC105375773,0,0,0,0,23,0
ST3GAL1,1044,921,832,395,395,17
LOC105375772,0,0,0,0,0,0
LOC105375771,0,0,0,0,0,0
NDRG1,3873,1190,5440,1687,920,1767
LOC102723635,0,0,0,0,0,0
WISP1,0,87,15,0,11,0
LOC105375769,0,0,0,0,0,0
MIR7848,0,0,0,0,0,0
SLA,160,20,482,49,191,123
LOC105375768,0,0,0,0,0,0
TG,12,0,174,0,0,0
PHF20L1,911,71,473,579,772,373
TMEM71,1,0,2,0,0,0
LOC105375767,0,0,0,0,0,0
LRRC6,53,0,3,327,107,348
HPYR1,0,0,0,0,0,0
LOC105375765,0,0,0,0,0,0
LOC107986977,0,0,0,21,0,3
KCNQ3,1503,220,983,2807,816,2163
HHLA1,0,0,0,0,0,0
OC90,0,0,0,0,0,0
EFR3A,1315,702,732,1500,580,407
LOC107986976,0,0,0,0,0,0
LOC105375763,0,0,0,0,0,0
LOC105375759,0,0,0,0,0,0
LOC105375760,0,0,0,4,0,0
LOC105375761,0,0,0,0,0,0
LOC105375762,0,0,0,0,0,0
ADCY8,5,1,1,93,9,96
LOC105375758,0,0,0,0,0,0
ASAP1-IT1,0,0,0,0,0,0
ASAP1-IT2,0,1,0,5,0,0
ASAP1,1524,1568,1348,1160,920,488
MIR5194,0,0,0,0,0,0
FAM49B,387,3,146,916,288,196
GSDMC,0,0,0,0,0,0
MIR3686,0,0,0,0,0,0
CCDC26,0,0,0,1,0,0
LINC00977,0,0,0,0,0,0
LINC00824,0,0,0,0,0,0
MIR1208,0,0,0,0,0,0
MIR1207,0,0,0,0,0,0
MIR1206,0,0,0,0,0,0
MIR1205,0,0,0,0,0,0
TMEM75,0,0,0,0,0,0
MIR1204,0,0,0,0,0,0
PVT1,0,0,0,0,7,0
MYC,51,219,34,16,3,0
CASC11,0,0,0,0,0,0
LOC105375754,0,0,0,0,0,0
POU5F1B,0,17,0,0,0,0
CCAT2,0,0,0,0,0,0
CASC8,0,0,0,0,0,0
CASC21,0,0,0,0,0,0
CCAT1,0,0,0,0,0,0
CASC19,0,0,0,0,0,0
LOC105375752,0,1,0,2,0,0
PRNCR1,0,3,0,2,33,79
PCAT2,0,0,0,0,0,0
PCAT1,0,0,0,0,1,0
LOC105375753,0,0,0,0,0,0
LOC105375751,0,0,8,10,0,0
FAM84B,51,457,509,139,527,3
LOC105375750,0,0,0,0,0,0
LOC105375749,0,0,0,0,0,0
LOC101927657,0,0,0,0,0,0
LINC00861,0,1,162,0,0,0
LOC107986974,94,0,267,0,0,0
LOC105375748,0,0,0,0,0,0
LOC105375747,0,0,0,0,0,0
LOC105375746,0,0,0,0,0,0
TRIB1,692,311,774,268,446,92
NSMCE2,1,65,1,79,6,185
KIAA0196,477,124,769,261,210,172
SQLE,173,69,0,252,252,359
LOC105375744,0,0,0,0,0,0
ZNF572,1,0,3,2,13,218
LINC00964,0,0,0,1,0,0
LOC105375742,0,0,0,0,0,0
LOC105375743,0,0,0,0,18,0
MIR4662A,0,0,0,0,0,0
MIR4662B,0,0,0,0,0,0
LOC105375741,0,0,0,0,60,0
LOC105375740,0,0,0,0,0,0
MTSS1,517,405,1232,366,522,939
NDUFB9,409,214,872,546,333,653
MIR6844,0,0,0,0,0,0
TATDN1,195,0,132,74,69,113
RNF139,288,59,343,232,153,211
RNF139-AS1,2,0,0,19,1,0
TRMT12,143,0,65,103,1,77
TMEM65,102,5,99,473,136,128
LOC107986973,0,0,1,0,0,0
LOC101927588,0,0,0,7,0,0
FER1L6-AS2,0,0,0,0,0,0
FER1L6-AS1,0,0,0,0,0,0
FER1L6,0,0,0,0,0,0
FAM91A1,225,3,531,313,139,16
LOC105375739,0,0,0,0,0,0
ANXA13,0,0,0,0,0,0
LOC105375738,0,0,0,0,0,0
KLHL38,11,0,169,7,0,1
FBXO32,296,641,1875,549,879,1536
WDYHV1,8,0,211,62,29,183
LOC105375737,0,0,50,0,0,0
MIR548D1,0,0,0,0,0,0
MIR548AA1,0,0,0,0,0,0
ATAD2,164,480,25,164,42,244
ZHX1,892,874,322,671,484,431
ZHX1-C8orf76,0,0,0,0,0,0
C8orf76,1,0,0,5,58,11
MIR4663,0,0,0,0,0,0
FAM83A-AS1,0,0,0,0,0,0
FAM83A,0,0,0,0,0,0
TRM-CAT1-1,0,0,0,0,0,0
TBC1D31,96,1,0,122,38,99
DERL1,365,321,664,469,130,272
ZHX2,700,181,1008,390,363,160
LOC107986904,0,0,0,0,0,0
LINC01151,0,0,0,0,0,0
LOC107986972,0,0,0,0,0,0
LOC105375734,0,0,0,0,0,0
LOC105375733,0,0,0,0,0,0
LOC105375732,0,0,0,0,0,0
HAS2-AS1,0,0,0,1,0,0
HAS2,0,0,6,34,77,12
LOC107986971,0,0,0,0,0,0
LOC105375731,0,0,0,0,0,0
LOC107986874,62,0,0,0,0,200
LOC101927543,0,0,0,0,0,0
SNTB1,252,228,794,155,10,1
MTBP,0,14,86,21,24,0
MRPL13,0,0,300,33,25,13
COL14A1,24,0,1050,15,0,20
LOC105375730,0,25,0,63,41,0
DEPTOR,386,52,466,161,172,314
DSCC1,0,0,0,6,0,25
LOC105375728,1,0,96,32,1,0
TAF2,544,61,446,390,263,348
LOC105375727,0,0,0,0,0,0
ENPP2,1408,166,2197,649,486,1378
NOV,58,0,0,57,3,0
MIR548AZ,0,0,0,0,0,0
LOC105375726,0,0,0,0,0,0
MAL2,382,0,1,669,53,1
LOC105375725,0,0,0,0,0,0
LOC101927513,0,0,0,0,0,0
COLEC10,0,0,0,8,49,0
TNFRSF11B,0,0,0,38,0,1
LOC105375723,0,0,0,0,0,0
SAMD12-AS1,0,0,0,0,0,0
LOC105375724,0,0,0,0,0,0
SAMD12,1098,308,930,1399,417,552
EXT1,48,2,723,102,118,3
LOC107986970,31,0,0,0,0,0
LOC105375721,0,0,0,16,1,0
MED30,0,112,0,33,77,0
LOC105375717,0,0,0,0,0,0
LOC105375719,0,0,0,0,0,0
LOC107986969,0,0,0,0,0,0
LOC105375716,0,0,0,0,0,0
SLC30A8,0,0,0,0,0,0
LOC105375715,0,0,0,0,0,0
AARD,0,0,0,2,1,0
MIR3610,0,0,0,0,0,0
RAD21-AS1,0,0,0,8,0,0
RAD21,2639,718,1993,1915,1122,1318
UTP23,39,1,0,65,16,85
LOC105375713,0,0,2,0,0,0
EIF3H,506,154,590,387,275,326
LOC105375712,0,0,0,0,0,0
LOC105375711,0,0,0,0,0,0
LOC102723447,0,0,0,0,0,0
LINC00536,94,0,0,0,0,0
LOC107986903,0,0,0,0,0,0
LOC107986902,0,0,0,0,0,0
LOC107986968,0,0,0,0,0,0
LOC107986967,0,0,0,0,0,0
TRPS1,396,174,804,816,1391,921
LOC107986901,0,0,0,0,0,0
LOC105375710,0,0,0,0,0,0
LOC105375709,0,0,0,0,0,0
LOC107986966,0,0,0,19,0,0
MIR2053,0,0,0,0,0,0
CSMD3,21,4,124,460,281,439
LOC105375707,0,0,0,0,0,0
LOC105375706,0,0,0,0,0,0
LOC107986964,0,0,0,0,0,0
LOC105375705,0,0,0,0,0,0
LOC107986965,0,0,0,0,0,0
LINC01609,0,0,0,0,0,0
LINC01608,0,0,0,2,2,0
KCNV1,441,11,91,1138,20,7
LOC100132813,0,0,0,0,0,0
SYBU,253,139,107,693,243,320
EBAG9,257,9,247,91,138,13
PKHD1L1,0,0,0,0,0,0
ENY2,203,70,574,214,91,309
NUDCD1,188,0,85,113,10,53
TRHR,0,0,0,0,0,0
LOC107984017,0,0,0,0,0,0
LOC101927413,0,0,0,0,0,0
LOC102723368,0,0,0,0,0,0
TMEM74,16,10,1,144,19,1
EMC2,185,114,66,224,249,215
LOC105375704,0,0,0,0,2,0
EIF3E,1353,10,563,382,103,231
RSPO2,152,0,0,413,222,76
LOC105375703,0,0,0,0,0,0
ANGPT1,46,1,244,0,24,5
LOC105375701,0,0,0,0,0,0
LOC107986900,0,0,0,0,0,0
ABRA,0,0,0,0,0,0
LOC105375700,0,8,0,0,0,0
OXR1,1079,461,1239,2099,505,1019
ZFPM2-AS1,0,40,0,0,0,0
LOC105375696,0,0,0,0,0,0
ZFPM2,234,248,19,152,134,32
LOC101927392,0,0,0,0,0,0
LOC105375695,0,0,0,0,0,0
LOC105375693,0,0,0,0,0,0
LOC105375694,0,0,0,0,0,0
LRP12,208,5,117,385,64,413
MIR548A3,0,0,0,0,0,0
LOC105375691,0,0,0,0,0,0
LOC105375692,0,0,0,0,0,0
DPYS,0,0,0,0,0,101
DCSTAMP,0,0,0,0,0,0
LOC107986899,0,0,0,0,0,0
LOC105375688,0,0,0,0,0,0
LOC107984007,0,39,0,0,0,0
LOC105375689,0,0,0,0,0,0
RIMS2,1833,423,373,2839,469,2617
LOC105375690,5,0,0,54,0,0
DCAF13,462,175,3,125,174,0
SLC25A32,458,102,16,155,18,2
CTHRC1,6,60,38,0,0,0
FZD6,741,63,1329,36,240,8
LOC105369147,76,0,0,4,0,0
BAALC-AS1,0,0,159,2,0,15
MIR3151,0,0,0,0,0,0
BAALC,2518,892,1201,2219,1878,1551
BAALC-AS2,0,0,2,0,0,0
ATP6V1C1,586,617,689,2024,252,800
AZIN1-AS1,0,0,0,19,5,0
AZIN1,2166,510,753,1775,748,1144
LOC107986873,0,0,0,0,0,0
LOC401472,0,0,0,24,0,0
LOC105375685,0,0,0,0,0,0
LOC105375686,0,0,0,0,0,0
LOC101927245,0,0,0,10,0,0
KLF10,736,138,640,411,14,65
ODF1,0,0,0,0,0,0
LOC105375684,0,0,0,0,0,0
LOC107986898,0,0,16,0,0,0
LOC105375683,0,0,0,0,1,0
UBR5,2164,956,1822,1652,2132,1093
UBR5-AS1,0,0,0,0,0,0
RRM2B,473,104,122,457,660,337
MIR5680,0,0,0,0,0,0
LOC104054148,0,0,0,0,0,0
LOC107986963,3,0,0,1,0,0
NCALD,926,115,179,2058,129,86
GRHL2,0,0,0,0,0,0
LOC107986962,0,0,0,0,0,0
LOC107986961,0,0,0,0,0,0
LOC107986897,0,0,0,0,0,0
LOC105375680,0,0,0,0,0,0
NACAP1,0,0,0,1,0,0
LOC105375679,0,0,0,0,0,0
LOC107984005,0,0,0,0,0,148
ZNF706,370,455,372,305,106,193
LOC105375676,0,0,0,0,0,0
LOC105375675,0,0,0,0,0,0
LOC105375674,0,0,0,0,0,0
FLJ42969,0,0,0,0,0,0
LOC401471,0,0,0,0,0,0
YWHAZ,2742,505,2983,4116,766,2197
LOC105375673,0,0,0,0,0,0
MIR7705,0,0,0,0,0,0
PABPC1,3002,1814,2510,1163,616,1491
LOC105375672,0,0,0,0,0,0
LOC105375671,0,0,0,0,0,0
SNX31,0,0,0,8,0,0
ANKRD46,341,200,253,374,34,95
LOC107986959,0,0,0,0,0,2
LOC107986958,0,0,0,5,0,0
LOC105375670,0,0,0,0,0,0
MIR4471,0,0,0,0,0,0
RNF19A,956,240,1451,706,578,1606
LOC105375668,0,110,0,0,40,129
LOC105375669,0,0,0,0,0,0
SPAG1,5,0,4,16,14,1
POLR2K,201,49,25,231,25,0
FBXO43,0,0,0,0,0,0
MIR1273A,0,0,0,0,0,0
RGS22,0,52,9,7,12,0
COX6C,822,162,272,422,439,228
MIR875,0,0,0,0,0,0
MIR599,0,0,0,0,0,0
VPS13B,1092,1079,1165,907,1127,876
LOC105375666,0,38,0,33,6,18
LOC107986872,0,0,0,0,0,0
OSR2,0,0,0,0,0,0
STK3,250,437,168,109,107,1
KCNS2,4,0,0,297,0,160
LOC107986870,0,0,3,0,0,0
LOC105375659,0,0,0,0,0,0
NIPAL2,196,433,195,268,54,114
LOC105375660,0,0,0,0,0,0
POP1,2,194,0,58,105,13
RIDA,296,0,188,162,167,0
ERICH5,0,0,51,0,0,0
SNORA72,0,0,0,0,0,0
RPL30,1519,62,588,404,185,218
MATN2,3,603,3,34,399,385
LAPTM4B,239,179,438,371,219,59
MTDH,925,852,1178,957,570,985
LOC105375657,0,0,0,0,0,0
TSPYL5,25,153,296,263,111,233
LOC105375655,0,0,0,0,0,0
LOC101927066,0,0,0,0,0,0
CPQ,215,109,71,87,6,26
SDC2,1518,477,39,729,539,415
LOC105375653,0,0,0,0,0,0
LOC102724804,0,0,0,0,0,0
LOC105375652,0,0,0,0,0,0
PTDSS1,796,230,577,651,498,275
MTERF3,1,0,0,52,42,108
LOC101927039,0,0,0,0,0,0
UQCRB,1290,355,655,1192,200,376
GDF6,0,0,0,0,0,8
LOC100500773,0,0,0,0,0,0
LOC107986957,0,0,0,0,0,0
TRS-AGA2-5,0,0,0,0,0,0
C8orf37-AS1,0,0,0,0,0,0
C8orf37,1,0,63,17,6,1
LINC01298,0,0,0,0,0,0
PLEKHF2,65,1,307,56,8,203
MIR3150A,0,0,0,0,0,0
MIR3150B,0,0,0,0,0,0
LOC105375650,0,0,0,0,0,0
TP53INP1,455,537,252,87,612,259
NDUFAF6,53,0,115,163,172,163
CCNE2,143,0,1,7,3,1
INTS8,293,18,217,368,182,54
DPY19L4,642,39,142,156,239,325
ESRP1,0,0,0,0,0,0
LOC100288748,0,0,0,0,0,0
LOC101926977,0,0,9,1,0,0
KIAA1429,502,341,1134,314,182,210
FSBP,0,0,0,0,0,0
RAD54B,0,0,0,76,7,0
